timestamp,simple-path,time
2021-09-09 18:55:29.529,/master/welcome,225
2021-09-09 18:55:29.623,/master/welcome,63
2021-09-09 18:55:37.113,/master/welcome,100
2021-09-09 18:55:37.206,/master/welcome,61
